bedrooms,bathrooms,sqft_living,sqft_lot,yr_built,zipcode,lat,long,price
3,1.5,1280,15028,1982,98074,47.6304,-122.035,395000
4,2.5,3150,5757,2004,98058,47.4568,-122.117,475000
5,3.5,3500,10794,1996,98075,47.5887,-121.974,815000
3,1.5,1680,13751,1951,98040,47.5716,-122.227,572000
3,2.5,1360,3188,1986,98052,47.6831,-122.096,419500
3,2.25,2110,7350,1980,98023,47.3088,-122.341,298700
2,1,2034,13392,1947,98070,47.3312,-122.503,549000
3,1.5,1900,9994,1960,98168,47.4729,-122.301,278000
4,2,2380,4500,1926,98118,47.5652,-122.281,455000
5,3.5,4050,13495,1988,98166,47.4384,-122.352,925000
2,1.5,1120,1201,1999,98103,47.6524,-122.353,465000
4,4,2850,2970,1999,98029,47.547,-122.01,620000
4,2.25,2360,7650,1963,98155,47.75,-122.292,499900
5,3,2540,11422,1962,98006,47.5459,-122.176,620000
3,1.75,1160,6120,1941,98115,47.6926,-122.287,450000
4,3.5,2710,2147,2007,98029,47.5468,-121.994,690000
5,2.25,3120,16672,1969,98004,47.6458,-122.219,1900000
5,2.25,3120,16672,1969,98004,47.6458,-122.219,1940000
3,2,1870,9527,1951,98040,47.5777,-122.224,832500
3,1,1010,9678,1955,98188,47.4396,-122.285,245000
3,2.5,2980,18935,1990,98077,47.7133,-122.079,820000
4,2.75,2420,6495,2005,98038,47.3771,-122.029,369000
4,3.25,3830,8331,2014,98053,47.6906,-122.019,1050000
3,3,3040,5067,1993,98118,47.5409,-122.267,653000
2,1.75,1460,10500,1980,98045,47.4461,-121.768,220650
5,3,1940,6355,2007,98168,47.498,-122.322,300000
4,3.5,3780,20023,2001,98029,47.5491,-122.006,970000
4,2.5,1950,5451,2004,98058,47.4341,-122.144,360000
3,2.5,2450,5760,2000,98074,47.6145,-122.026,672500
4,1.5,1730,7020,1953,98056,47.4939,-122.167,268000
4,1.5,1690,3245,1929,98126,47.5445,-122.375,440000
3,2.5,2550,7200,1981,98144,47.5996,-122.288,1400000
4,2.5,2290,11072,1986,98074,47.6283,-122.03,590000
4,2.25,2710,22860,1962,98001,47.3207,-122.266,359000
4,1.75,1880,7632,1978,98023,47.3068,-122.372,266500
4,2.5,2930,8679,2014,98056,47.5164,-122.19,635000
3,2.5,3110,217800,2001,98092,47.3281,-122.124,559000
4,2.5,3480,38985,1989,98053,47.6895,-122.052,895000
2,1.5,1110,118047,1961,98072,47.7467,-122.128,625000
4,2.25,2440,9320,1957,98007,47.5933,-122.135,650000
4,1.75,2280,7840,1957,98055,47.4809,-122.224,312500
3,1,900,6099,1944,98168,47.4807,-122.289,225000
4,1.75,1980,8400,1968,98052,47.6721,-122.152,425000
3,2.75,3360,41250,1988,98022,47.2604,-122.023,329999
5,2.25,2340,9225,1973,98052,47.6369,-122.098,572000
4,2.5,3110,5048,2002,98042,47.3782,-122.125,386500
2,1,980,5000,1904,98107,47.6744,-122.369,452000
4,2,1480,6324,1943,98122,47.6147,-122.302,278000
3,2.25,1800,43647,1976,98072,47.7757,-122.132,474900
2,1.75,2130,6574,1946,98199,47.6529,-122.411,450000
2,1,1270,5100,1900,98115,47.6771,-122.328,611000
2,2.5,1150,2064,2004,98001,47.3516,-122.292,214100
3,2.5,1840,5011,2012,98038,47.3555,-122.054,317000
4,3.5,3180,12528,1979,98177,47.7058,-122.379,1000000
5,2.75,1510,5700,1946,98105,47.6653,-122.27,1000000
4,2.5,3070,7200,2005,98059,47.4899,-122.138,525000
3,2.25,1800,6680,1983,98034,47.7293,-122.223,436000
3,1.75,1540,9154,1983,98074,47.6207,-122.042,450000
3,1.75,2330,14892,1980,98074,47.6267,-122.046,588500
4,1.75,1400,8374,1953,98166,47.4735,-122.344,340000
4,2.5,2846,85377,2000,98001,47.317,-122.281,482000
4,3.5,5830,131116,2005,98024,47.5986,-121.949,1580000
3,2.5,3380,7126,1965,98008,47.6276,-122.122,749000
3,1.5,1440,7875,1968,98058,47.4561,-122.148,330000
3,2.5,1740,1279,2008,98116,47.5891,-122.387,568000
3,1.75,1470,8925,1957,98022,47.2026,-122,239000
3,2.5,2810,4932,2003,98011,47.7739,-122.227,528000
4,3,2090,5102,1994,98106,47.5427,-122.356,385000
4,3.25,4110,14219,1979,98028,47.7382,-122.264,825000
5,3.25,3230,5000,2002,98136,47.5202,-122.393,815000
4,2.5,2601,34335,1995,98072,47.742,-122.087,625000
3,1.75,2070,6000,1955,98136,47.5226,-122.382,690000
3,1,1660,7440,1957,98106,47.5242,-122.362,210000
4,1,1590,4280,1924,98103,47.667,-122.335,599000
3,1.75,1860,5584,1951,98199,47.637,-122.4,860000
3,1,1420,9600,1954,98188,47.4232,-122.292,147200
3,1,1240,5758,1910,98116,47.5675,-122.396,476900
4,2.5,2500,36254,1978,98027,47.4685,-122.004,450000
4,2.5,2640,11816,1999,98019,47.733,-121.968,570000
3,1,1440,3060,1910,98115,47.6769,-122.307,567500
5,3.25,3030,20446,1976,98008,47.6133,-122.106,790000
3,1.5,1820,12686,1952,98004,47.5886,-122.195,875000
3,2,2220,10275,1980,98027,47.5304,-122.055,490000
3,1.75,2430,9133,1978,98059,47.5116,-122.157,335000
3,1.75,1670,10798,1962,98006,47.549,-122.17,550000
3,1.75,1180,10541,1981,98074,47.6348,-122.032,385000
3,1.75,1620,8085,1976,98011,47.7349,-122.197,395000
2,1,1030,5750,1928,98116,47.5861,-122.391,650000
4,2.75,2900,5803,2007,98028,47.7368,-122.232,637000
3,2.25,3420,9900,1963,98028,47.7412,-122.256,692500
3,1.75,1710,15844,1964,98059,47.4706,-122.1,322400
3,1.5,1580,10517,1957,98002,47.2903,-122.214,233500
3,2,1230,11413,1984,98074,47.6321,-122.034,400000
5,2.5,2200,4080,1916,98103,47.6872,-122.35,547000
5,2.25,2570,13054,1950,98166,47.4487,-122.352,519000
4,3.5,3320,19850,1977,98040,47.527,-122.228,1030000
3,1,1090,6435,1955,98106,47.5334,-122.365,365000
5,2.75,2970,36817,1978,98072,47.7731,-122.139,699000
3,1.75,1970,8000,1968,98052,47.6324,-122.1,525000
4,3,3220,8936,1990,98031,47.4208,-122.213,430000
3,1,1600,7500,1966,98034,47.7198,-122.182,325000
2,1,670,6300,1942,98126,47.5161,-122.374,279000
4,1.75,2360,4750,1911,98115,47.6729,-122.293,805000
3,3,2150,3962,1949,98125,47.7183,-122.285,419950
2,1,620,4455,1927,98117,47.6877,-122.395,425000
4,1.75,1730,5922,1949,98125,47.7188,-122.321,446000
5,2,2500,7860,1963,98034,47.7212,-122.226,455000
3,1,990,4440,1943,98106,47.522,-122.354,226550
3,2,1420,4080,1904,98103,47.6801,-122.348,764000
3,2.25,2170,15000,1978,98042,47.3863,-122.158,439950
4,2,1880,5100,1952,98103,47.6872,-122.349,453000
3,1,1300,9620,1971,98003,47.282,-122.331,219950
3,1.5,2360,6750,1926,98103,47.6923,-122.332,702500
3,1.5,1780,12231,1956,98003,47.335,-122.321,285000
2,2.25,2160,2578,2005,98103,47.6607,-122.354,798750
2,1,950,5316,1948,98126,47.57,-122.38,320000
3,1.75,1680,14630,1985,98027,47.5272,-122.044,425000
4,2.5,2290,4450,2004,98072,47.7385,-122.169,540000
4,5.25,4140,14757,2005,98075,47.5871,-121.969,1060000
4,3.75,3920,4500,2013,98103,47.6805,-122.346,1170000
3,1.75,1500,13891,1951,98005,47.5866,-122.175,576000
3,1.75,1720,7200,1977,98052,47.6977,-122.132,525000
4,2.5,2641,8615,1998,98031,47.4038,-122.213,324950
3,2.5,4930,77536,1981,98072,47.7634,-122.139,600000
3,2.5,2460,5400,2001,98056,47.5231,-122.202,464000
4,2.25,1995,7102,1981,98023,47.2986,-122.37,266000
3,2.5,3010,74390,1998,98053,47.6442,-121.999,775000
3,1.75,1270,4800,1952,98126,47.5362,-122.376,415000
4,2.75,3080,6731,2003,98058,47.4522,-122.118,550000
3,2.25,1670,7606,1990,98022,47.1949,-121.982,235000
3,2,1470,8089,1987,98198,47.3878,-122.316,280000
3,1.75,1730,7807,1976,98034,47.7211,-122.169,459000
3,1,1070,7615,1969,98023,47.3189,-122.373,195000
3,1.5,1660,8738,1959,98002,47.3117,-122.208,235000
4,2.25,2410,16650,1965,98006,47.5706,-122.163,711800
3,2.5,1040,1032,2007,98107,47.6673,-122.377,440000
2,1,970,3300,1916,98103,47.6609,-122.343,515000
5,2.75,2910,9480,1939,98105,47.6552,-122.278,1200000
3,1.75,2340,12443,1965,98006,47.5432,-122.177,560000
3,1.75,1880,11249,1985,98001,47.3295,-122.257,340000
2,1,1110,3500,1912,98102,47.6453,-122.327,600000
4,2.5,2790,7938,1997,98074,47.6223,-122.026,764000
4,2,1590,8779,2001,98019,47.7408,-121.974,337000
6,2.75,5700,20000,1977,98006,47.5601,-122.16,1390000
4,1,1200,7552,1919,98126,47.5317,-122.37,249000
3,3,3200,35782,1978,98042,47.4121,-122.154,350000
3,2.25,1510,6000,1993,98038,47.3484,-122.036,269950
3,1.75,1880,108900,1978,98075,47.5913,-122.01,735000
4,2.5,3070,4000,1940,98105,47.659,-122.281,1300000
4,2.25,2110,7560,1974,98034,47.7331,-122.183,475000
3,2,2350,8459,1989,98023,47.3043,-122.349,339000
4,3.5,3270,15160,1997,98155,47.7437,-122.287,600000
4,1.75,2220,4760,1918,98106,47.5215,-122.348,397500
4,3.5,5990,111078,2004,98053,47.667,-121.994,1530000
3,2,1760,9055,1985,98052,47.6534,-122.128,460000
4,2.75,2200,5207,1951,98133,47.74,-122.343,370000
4,1,1550,7296,1957,98106,47.5184,-122.366,250000
4,3.75,5070,60123,2000,98053,47.6567,-122.004,1100000
2,2.25,1040,1516,2008,98122,47.6037,-122.307,430000
3,1.5,2560,4000,1927,98112,47.6384,-122.279,1090000
3,1.75,1850,8160,1952,98177,47.7241,-122.363,670000
3,1.5,2090,11895,1954,98118,47.5362,-122.267,461550
3,2.5,2010,2386,2014,98029,47.5525,-121.998,479990
4,2.5,2518,4663,2005,98075,47.5894,-122.017,643000
3,2.75,2810,12813,1988,98052,47.6796,-122.114,607000
3,2.5,2600,10092,1984,98074,47.6223,-122.032,625000
3,2.5,2060,8778,1953,98136,47.5245,-122.384,731100
3,2.5,2920,434728,1999,98042,47.3809,-122.13,859000
4,2.5,2130,10375,1986,98058,47.4381,-122.16,435000
3,3,2290,15600,1948,98001,47.3558,-122.29,465000
3,1,1230,6380,1927,98115,47.6947,-122.315,740000
3,1.75,2020,9478,1961,98040,47.5383,-122.238,740000
3,2,1430,7280,1980,98030,47.3742,-122.18,250000
2,2.5,2270,1763,2009,98052,47.6757,-122.121,656000
4,2.5,1910,8058,1992,98031,47.3891,-122.172,300000
3,1.5,1780,214315,1954,98077,47.7631,-122.028,643000
4,2.5,2690,6124,2007,98042,47.3343,-122.058,311000
3,1.75,1330,7482,1975,98034,47.7322,-122.207,360000
4,2.5,3060,10043,1968,98133,47.7387,-122.337,475000
3,3.25,1760,1778,2008,98125,47.7201,-122.301,469950
3,1.75,1570,8750,1960,98148,47.4425,-122.333,240000
2,1,960,8100,1936,98168,47.494,-122.304,232000
3,2,1680,81893,1991,98092,47.3248,-122.179,350000
2,1,1440,33747,1928,98034,47.7223,-122.209,803000
3,2.25,1960,7000,1980,98058,47.4427,-122.126,355000
4,2,1790,2250,1909,98103,47.6526,-122.345,475000
3,2.5,2560,9825,1988,98006,47.5497,-122.145,823000
2,1.5,1010,3060,1918,98103,47.6897,-122.354,395000
4,3.75,2560,5250,1963,98133,47.7326,-122.342,499000
2,1.75,1200,3136,1904,98122,47.6132,-122.297,420000
3,2.5,3910,14000,1999,98008,47.6374,-122.12,961500
4,1.75,2260,12238,1967,98005,47.5976,-122.178,833000
3,2.25,2110,11319,1978,98072,47.742,-122.105,479000
4,2.5,3340,10422,1996,98033,47.6515,-122.197,1150000
3,1,1400,8100,1944,98125,47.7124,-122.289,267000
4,1.75,1760,94525,1988,98075,47.5882,-122.07,555000
3,2.5,2010,9725,1987,98029,47.568,-122.018,490000
4,2,2300,3400,1915,98117,47.678,-122.361,619000
5,2.75,2510,28185,1963,98155,47.7719,-122.282,569950
3,2,1340,3000,1905,98103,47.6857,-122.349,549000
3,1.75,1560,7245,1962,98052,47.6868,-122.119,422500
4,3.5,3350,9681,1980,98198,47.3978,-122.322,400000
4,2.75,3710,7984,1999,98065,47.5352,-121.868,692500
4,2.5,2430,5499,2002,98042,47.3779,-122.125,310000
3,1.75,2430,8820,1977,98178,47.4972,-122.233,499900
3,2.25,2100,7335,1983,98074,47.647,-122.061,492000
2,2.5,1880,40575,1987,98024,47.5614,-121.899,460000
3,2.5,1630,2640,1919,98119,47.6452,-122.371,800000
4,1,1640,4200,1925,98103,47.6601,-122.332,832600
4,2.75,2310,7350,1989,98011,47.7505,-122.182,470000
2,2,1930,4500,2003,98053,47.7104,-122.031,542000
4,4.5,4750,13912,2005,98118,47.5332,-122.265,1310000
4,2.5,2300,7500,1959,98198,47.4125,-122.33,308130
2,1,1050,2699,2005,98029,47.5471,-121.996,310000
2,1,1500,8015,1947,98146,47.5027,-122.348,235000
3,1,1150,7560,1958,98058,47.4613,-122.184,215000
4,1.5,1920,10403,1959,98023,47.2987,-122.366,210000
4,2.75,3660,150282,1990,98053,47.6813,-122.048,730000
3,1.75,1720,9342,1981,98092,47.3177,-122.182,245000
3,2.25,2100,20018,1948,98166,47.4544,-122.366,540000
4,2.5,2400,6078,2001,98001,47.2606,-122.285,299000
3,2.5,2540,40106,1991,98074,47.6037,-122.043,510000
4,1.75,2080,7200,1966,98001,47.3385,-122.282,198000
5,3.25,3400,7452,1999,98007,47.6141,-122.136,950000
4,1.75,2200,7600,1978,98092,47.3131,-122.191,300000
5,1.75,2140,8580,1962,98033,47.6625,-122.178,528000
5,3.25,3850,16249,2002,98092,47.3324,-122.168,507000
4,3.25,4270,6384,2001,98065,47.5362,-121.874,770000
3,1.75,1340,7210,1975,98031,47.4182,-122.167,255000
1,1.5,1100,3451,1978,98198,47.3829,-122.322,220000
5,2.75,2870,5349,2005,98059,47.5405,-122.187,690700
2,1,1320,8380,1953,98177,47.705,-122.367,447000
6,2,2150,4505,1952,98119,47.6514,-122.369,755000
4,1.5,2470,6000,1940,98199,47.6365,-122.391,700000
4,2.75,1910,7700,1980,98030,47.369,-122.17,250000
3,2.5,2130,6969,2003,98038,47.3655,-122.027,320000
4,2.5,2240,14667,1989,98059,47.5276,-122.161,565000
5,2.75,1800,4500,1939,98107,47.6648,-122.358,754300
3,1.5,2160,9000,1949,98177,47.7241,-122.369,650000
4,2.5,3140,8455,2003,98059,47.4866,-122.147,529888
3,2.5,1920,9812,2000,98028,47.7633,-122.243,432000
3,1,1050,7670,1955,98022,47.2046,-121.996,235000
4,3.5,3695,6556,2014,98053,47.683,-122.015,994900
4,2.5,3910,8442,2000,98038,47.3766,-122.027,489000
4,2.75,3010,7427,2010,98052,47.7068,-122.112,800000
4,1.5,1370,9957,1972,98034,47.7237,-122.181,370000
4,2.75,2080,9600,1979,98034,47.7149,-122.235,436000
3,2.5,2250,3757,2006,98059,47.4787,-122.129,395000
5,1.75,2120,8399,1942,98133,47.7621,-122.335,377691
5,3,2220,5185,2003,98118,47.543,-122.29,370000
3,2.5,1440,4394,1987,98029,47.5688,-122.019,515000
3,1,910,7686,1969,98001,47.3405,-122.288,169000
3,1,1270,4268,1921,98117,47.6848,-122.392,475000
3,2.5,2480,6180,1999,98031,47.4044,-122.208,420000
6,2.75,2630,9420,1900,98103,47.6695,-122.337,1300000
3,2,2410,13300,1985,98006,47.5632,-122.148,822000
4,2.75,2930,25697,1964,98004,47.6264,-122.226,1500000
3,2.25,1570,6810,1988,98074,47.6176,-122.044,485000
4,1,1900,8505,1956,98055,47.4406,-122.196,270000
6,2.5,2590,11250,1978,98055,47.4608,-122.196,300000
4,2.5,3810,7728,2007,98074,47.5925,-122.058,878000
3,2.5,2290,4203,2001,98006,47.5441,-122.172,590000
1,2.25,1220,2100,1946,98033,47.6703,-122.204,611900
3,1.75,1100,7373,1968,98092,47.3124,-122.183,240000
4,2.5,2810,10951,2003,98092,47.3249,-122.187,395000
3,1,890,7110,1957,98178,47.4971,-122.261,169000
3,2,1280,14972,1963,98031,47.4129,-122.209,200500
3,2.5,2320,7140,1990,98003,47.275,-122.295,308000
3,2.25,1720,7885,1983,98023,47.3136,-122.344,290256
3,1.75,1530,8800,1967,98058,47.4483,-122.158,279950
3,1.75,1580,7875,1979,98022,47.1958,-122.003,195000
3,1,1360,13000,1945,98010,47.3359,-122.033,630000
4,3,2680,15438,1902,98039,47.6109,-122.226,1160000
3,2.25,1640,3896,1994,98029,47.5689,-122.006,478000
3,2.25,2520,6690,1944,98126,47.5705,-122.381,835000
3,2.25,1400,2421,2005,98034,47.695,-122.169,639000
4,2.75,2300,12633,1984,98074,47.6218,-122.032,623000
3,1.75,1900,7680,1959,98178,47.5081,-122.266,220000
3,2.25,2000,18099,1978,98006,47.5443,-122.18,526000
2,1,900,5016,1948,98118,47.542,-122.282,243500
4,2.5,2980,4930,2000,98006,47.5445,-122.12,750000
4,2,1850,9126,1963,98059,47.5009,-122.164,329000
4,1,1570,4000,1920,98102,47.6275,-122.321,525000
2,1,670,3101,1948,98118,47.5546,-122.274,190000
4,2.5,2660,10800,1955,98005,47.5894,-122.172,772650
3,2.5,2110,4038,1989,98042,47.3875,-122.153,355000
3,1.75,1970,54450,1980,98075,47.5936,-122.012,650000
3,2.75,1210,3600,1910,98103,47.6798,-122.354,678500
4,2.5,2670,11877,1996,98074,47.6327,-122.036,669950
3,2.25,3000,18450,1983,98077,47.7274,-122.062,850000
3,2.75,2200,3885,2002,98074,47.6171,-122.028,572000
3,1.75,1540,13002,1984,98074,47.6231,-122.044,492450
3,1.75,2080,11866,1960,98005,47.5872,-122.173,813000
3,2,1780,9732,1967,98040,47.5796,-122.229,710000
3,1.5,1960,2400,1911,98119,47.6423,-122.37,792500
5,1.5,1690,7725,1961,98032,47.3859,-122.288,285900
3,2,2080,12972,1981,98070,47.3733,-122.432,389000
3,2.25,2070,2833,1966,98136,47.5543,-122.398,675000
2,0.75,760,33801,1931,98059,47.4703,-122.076,352000
4,3.25,4020,11588,2000,98059,47.5217,-122.155,1050000
4,1.75,3620,10400,1965,98005,47.6069,-122.167,768500
4,2,2330,7778,1961,98125,47.7109,-122.323,500000
3,2.5,1460,8800,1956,98040,47.5895,-122.232,685000
4,2.75,2250,5700,1951,98109,47.6406,-122.344,648475
6,5,2850,6600,1994,98033,47.6813,-122.187,655000
4,2.75,2640,4000,1925,98115,47.6727,-122.297,895000
3,1,1310,9554,1962,98001,47.2949,-122.285,195000
4,2.5,2720,7350,1989,98023,47.3028,-122.35,368000
4,3.5,3430,13609,2001,98059,47.5196,-122.151,997000
3,2.75,1990,19991,1977,98072,47.7434,-122.106,335000
3,2,1170,7258,1984,98001,47.3333,-122.266,250000
3,1.75,1390,8980,1985,98022,47.2015,-122.005,278500
4,1.5,1540,7300,1973,98001,47.3317,-122.276,260000
2,1,760,6141,1920,98118,47.5469,-122.277,162500
4,1,1280,8316,1950,98168,47.4989,-122.302,239000
4,2.5,2990,5122,2004,98075,47.5773,-122.055,600000
4,2.25,1770,7778,1998,98031,47.4192,-122.201,350000
5,3.75,3830,8131,2005,98075,47.5837,-121.971,852500
3,2.5,2870,5490,2008,98055,47.4471,-122.207,485000
3,1,1520,8320,1953,98133,47.7699,-122.335,299000
2,1,660,6509,1952,98056,47.4938,-122.171,227450
3,1,1800,5612,1942,98126,47.525,-122.378,383000
2,3.25,3570,392475,1998,98024,47.5448,-121.93,835000
5,1.5,3050,2992,1931,98112,47.621,-122.302,760000
2,1,820,3000,1924,98103,47.6842,-122.348,532500
3,2.5,3610,26359,1998,98053,47.6306,-121.968,635000
3,2,1490,3072,1912,98144,47.5772,-122.307,438500
3,2.5,1560,9361,1936,98108,47.5591,-122.295,545500
3,1.75,1660,9549,1956,98033,47.6503,-122.198,675000
3,1.75,1180,4080,1928,98117,47.6825,-122.391,450000
3,1,960,10815,1900,98010,47.3091,-122.006,199999
3,1.5,1630,16170,1988,98034,47.7104,-122.235,375000
4,2.25,2260,43847,1982,98072,47.7713,-122.129,600000
3,1.5,1520,7123,1959,98056,47.4991,-122.176,292600
5,2.75,3050,8904,1956,98040,47.5709,-122.214,1040000
3,1,1000,4959,1945,98105,47.6629,-122.277,610000
4,2.5,2650,9451,1993,98042,47.3693,-122.129,397450
3,2.25,1750,15528,1963,98155,47.7739,-122.274,382000
3,2.25,1770,7667,1966,98177,47.7724,-122.362,370000
3,2.25,1770,7667,1966,98177,47.7724,-122.362,520000
2,1,770,7906,1948,98155,47.766,-122.32,260000
4,2.5,3370,7200,2014,98177,47.7698,-122.384,890000
5,2,2130,8412,1946,98155,47.7403,-122.318,344000
3,1,1050,8498,1958,98031,47.4038,-122.203,205000
5,2.5,2803,8550,1963,98003,47.3032,-122.306,379000
3,2,2080,12094,1982,98052,47.7035,-122.164,424240
3,2,2080,12094,1982,98052,47.7035,-122.164,589950
4,1.75,2120,4650,1951,98117,47.6964,-122.4,582000
3,2.5,2550,7709,1989,98023,47.3081,-122.391,349000
3,1,1290,12005,1966,98033,47.6835,-122.199,658000
5,2.75,1790,5000,1915,98106,47.5655,-122.363,294000
5,3.5,2720,7598,1993,98115,47.6931,-122.283,690000
3,1,1040,5000,1912,98107,47.6754,-122.359,600000
3,1,840,5200,1969,98042,47.3685,-122.077,199990
3,1.75,1650,8850,1959,98188,47.4331,-122.291,220000
4,2.25,2080,15750,1976,98034,47.7225,-122.2,440000
4,2.5,1540,1994,2014,98029,47.5526,-121.999,439990
4,2.5,3880,7208,2006,98075,47.5841,-121.971,815000
4,2.25,1860,3766,1995,98029,47.5699,-122.006,535000
3,1.75,1280,10016,1975,98003,47.2823,-122.333,215000
3,2.5,3200,35012,1965,98027,47.4651,-121.993,605000
3,2.5,2200,7278,1990,98058,47.4624,-122.132,349900
3,1,1570,5510,1940,98115,47.6942,-122.319,495000
3,2.5,2074,4900,1997,98034,47.7327,-122.233,515100
4,2.5,2450,55387,1994,98053,47.6323,-121.985,620000
4,2.25,2520,10370,1980,98074,47.6377,-122.049,657500
5,1.75,2190,8250,1963,98055,47.4887,-122.223,250000
5,1.75,2190,8250,1963,98055,47.4887,-122.223,385000
3,1.5,2320,7500,1976,98019,47.7413,-121.979,307000
3,2.5,1370,9253,1994,98042,47.3717,-122.073,288000
3,1.75,1730,7200,1944,98032,47.3774,-122.236,226450
3,2.5,1640,6991,1967,98125,47.7255,-122.327,390000
3,1,1300,10236,1971,98045,47.5028,-121.77,350000
3,1.5,1560,7884,1969,98125,47.7312,-122.298,368000
2,1,1120,4284,1921,98105,47.6688,-122.324,469000
3,2.25,2670,150270,1985,98072,47.7601,-122.134,865000
5,2.5,3810,15916,1967,98058,47.4521,-122.14,515000
3,1.75,1440,8560,1979,98034,47.7296,-122.232,410000
4,1,1200,43560,1968,98042,47.3375,-122.123,210000
3,1.75,1520,7700,1969,98034,47.7226,-122.219,460000
4,2.5,2500,9654,1979,98023,47.3137,-122.343,241500
4,2.25,2010,19000,1975,98042,47.3734,-122.119,322200
4,1,1210,6000,1943,98178,47.5026,-122.234,279000
2,1,1100,27007,1943,98070,47.4471,-122.473,303000
3,1.5,1050,6615,1950,98199,47.6578,-122.39,420000
3,1.75,2120,18335,1961,98188,47.451,-122.273,249000
3,1,1240,8840,1952,98125,47.7277,-122.308,294950
4,3.5,3460,3997,2004,98103,47.6718,-122.329,1320000
3,1.75,1270,4800,1953,98117,47.693,-122.361,335000
4,2.25,2980,8051,1935,98199,47.6426,-122.409,1160000
2,1,1250,3708,1926,98117,47.685,-122.363,520000
4,1.75,1740,8800,1965,98007,47.6232,-122.142,560000
4,1.5,1730,7464,1959,98032,47.3782,-122.304,243400
3,2,1240,14404,1988,98053,47.6614,-122.06,405000
2,1,1670,14695,1930,98033,47.7001,-122.2,495000
4,2.5,2140,7095,1992,98038,47.3528,-122.057,350000
5,2.75,2530,7601,1992,98188,47.4683,-122.263,368500
2,1,960,8236,1948,98058,47.4698,-122.166,99000
4,3.75,4130,12320,2001,98059,47.5194,-122.151,1070000
4,1.75,1710,7724,1983,98155,47.7721,-122.293,430000
3,1.5,1490,8475,1963,98052,47.6571,-122.133,412500
4,3.25,4750,62365,1988,98052,47.7149,-122.099,1120000
4,2.5,3400,35062,1988,98052,47.7168,-122.113,915000
3,2.5,2210,7620,1994,98052,47.6938,-122.13,535000
3,1.5,1650,8676,1979,98133,47.7471,-122.352,390000
3,1.5,1260,3135,1944,98107,47.6693,-122.371,499000
3,1,1960,7955,1963,98177,47.7641,-122.364,375000
4,2.5,1800,7620,1995,98055,47.4346,-122.201,349000
3,2.25,1940,7482,1964,98004,47.6004,-122.195,635000
4,2.75,2820,8009,2001,98075,47.6,-121.977,682000
4,2.25,2820,16770,1966,98023,47.3186,-122.364,321027
2,1,720,4120,1915,98002,47.303,-122.217,150000
3,1.75,1640,17583,1969,98034,47.726,-122.203,410000
3,2,1560,4080,1923,98115,47.6892,-122.319,449950
6,2.5,1560,7144,1913,98118,47.5335,-122.272,194990
4,1.75,1910,8775,1956,98028,47.7396,-122.247,475000
5,1.75,1570,3000,1908,98105,47.6677,-122.316,530000
4,2.5,2038,7643,2011,98092,47.3296,-122.18,319950
3,2.25,1720,9435,1978,98023,47.2979,-122.377,210000
3,2.75,1670,3330,1925,98107,47.6551,-122.36,485000
4,2.75,2830,10240,1998,98075,47.5903,-121.986,774000
4,2,1690,8208,1958,98008,47.6052,-122.126,478000
4,2.5,1620,5280,1924,98146,47.5132,-122.384,385000
4,2.5,2360,43017,1989,98077,47.774,-122.077,595000
3,1.5,1480,7117,1960,98028,47.7766,-122.248,285000
4,2.5,2700,4004,2004,98029,47.5521,-121.995,723000
3,1.5,1780,16000,1960,98198,47.419,-122.322,279000
3,1.5,1430,7560,1958,98058,47.4518,-122.179,195000
2,1,2160,2192,1925,98119,47.6364,-122.371,625000
3,1.75,1800,9314,1979,98011,47.7762,-122.198,270000
2,2,1930,5520,2006,98053,47.7191,-122.022,559000
4,2.25,1960,14834,1976,98072,47.7434,-122.095,474000
4,2.5,1920,7345,1992,98038,47.3526,-122.055,303500
3,1.75,1470,8645,1949,98155,47.7524,-122.323,350000
5,3,2980,10064,1940,98155,47.7372,-122.316,367500
5,3,2980,10064,1940,98155,47.7372,-122.316,595000
3,2,2360,118483,1981,98024,47.5595,-121.867,589000
3,1.75,1790,87213,1974,98077,47.732,-122.077,585000
3,2.25,2130,8801,1976,98155,47.7462,-122.29,482975
4,2.5,2030,4499,2003,98058,47.4511,-122.119,365500
4,2,1790,7800,1972,98008,47.6266,-122.103,570000
3,2.5,2260,8040,1990,98092,47.3203,-122.184,335000
4,2,2350,4815,1914,98103,47.6681,-122.338,767500
3,2.5,1690,1613,2014,98029,47.5518,-121.998,386591
3,1,1320,5750,1913,98108,47.5288,-122.325,279000
4,2.5,2690,32780,1998,98014,47.6612,-121.955,620000
4,2.25,2810,23400,1958,98198,47.395,-122.311,407000
3,2.5,2280,213879,1994,98038,47.4213,-122.033,364250
4,2.5,2870,9292,1979,98058,47.4522,-122.123,399000
3,2.5,3030,30007,1992,98077,47.743,-122.036,766950
4,2.75,2940,4232,2004,98029,47.5529,-121.99,710000
3,1,1190,4120,1929,98118,47.5513,-122.272,320000
3,2.5,1800,3253,2001,98108,47.5401,-122.292,300000
3,1.75,1580,9187,1993,98038,47.3538,-122.047,263000
3,2.5,1730,4408,1996,98029,47.5683,-122.005,445000
3,2,1910,9001,1957,98008,47.6037,-122.119,554000
2,1.75,1000,5100,1906,98117,47.6787,-122.391,335000
4,2.75,2520,6964,1987,98031,47.4038,-122.175,307000
3,1,1420,8160,1947,98125,47.7164,-122.306,404000
